id,type,label,source_row,title,subtitle,text_excerpt,confidence,aliases,mentions,iso
TOP006956,Topic,Confidence in the means of payment Nowadays claims issued by the central bank are an indispensable means of payment,2527,,,,1.0,['Confidence in the means of payment Nowadays claims issued by the central bank are an indispensable means of payment'],1.0,
TOP006957,Topic,This explains why central banks strive for reliable and secure payment services,2527,,,,1.0,['This explains why central banks strive for reliable and secure payment services'],1.0,
TOP006958,Topic,First by mail and phone and more recently via the internet and mobile networks,2527,,,,1.0,['First by mail and phone and more recently via the internet and mobile networks'],1.0,
DAT001898,Date,2003-09-16,2527,,,,,,,2003-09-16
SPE002350,Speech,"Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union",2528,"Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union","Introductory statement by Dr. Willem F. Duisenberg, President of the European Central Bank, Brussels, 18 December 2001","Testimony before the Committee on Economic and Monetary Affairs of the European Parliament with the President of the European Central Bank, in accordance with Article 113(3) of the Treaty on European Union Introductory statement by Dr. Willem F. Duisenberg, President of the European Central Bank, Brussels, 18 December 2001 With the transcript of the questions and answers Ladies and gentlemen, in c",,,,
TOP006959,Topic,If I look back at the early years of Stage Three of Economic and Monetary Union EMU I can say that I am satisfied with what has been achieved by the monetary policy of the EUROPEAN CENTRAL BANK,2528,,,,1.0,['If I look back at the early years of Stage Three of Economic and Monetary Union EMU I can say that I am satisfied with what has been achieved by the monetary policy of the EUROPEAN CENTRAL BANK'],1.0,
TOP006960,Topic,Both external and domestic factors continue to support the expected pick up in economic activity,2528,,,,1.0,['Both external and domestic factors continue to support the expected pick up in economic activity'],1.0,
DAT001899,Date,2003-09-10,2528,,,,,,,2003-09-10
SPE002351,Speech,European enlargement from the EUROPEAN CENTRAL BANK's perspective,2529,European enlargement from the EUROPEAN CENTRAL BANK's perspective,"Eugenio Domingo Solans, Member of the Governing Council and of the Executive Board of the European Central Bank, Closing speech from the conference on “European enlargement: challenges and opportunities”, Universidad del País Vasco, San Sebastián, 5 September 2003.","European enlargement from the EUROPEAN CENTRAL BANK’s perspective Eugenio Domingo Solans, Member of the Governing Council and of the Executive Board of the European Central Bank, Closing speech from the conference on “European enlargement: challenges and opportunities”, Universidad del País Vasco, San Sebastián, 5 September 2003. Introduction The functional culmination of European Economic and Mon",,,,
TOP006961,Topic,But we are not here today to talk about Latin America,2529,,,,1.0,['But we are not here today to talk about Latin America'],1.0,
TOP006962,Topic,This is the subject of my speech today,2529,,,,1.0,['This is the subject of my speech today'],1.0,
DAT001900,Date,2003-09-05,2529,,,,,,,2003-09-05
SPE002352,Speech,Changing fortunes: financing world growth,2530,Changing fortunes: financing world growth,"by Dr. Willem F. Duisenberg, President of the European Central Bank, at the 2003 Spruce Meadows Round Table,Calgary, Friday 5 September 2003.","Changing fortunes: financing world growth Speech by Dr. Willem F. Duisenberg, President of the European Central Bank, at the 2003 Spruce Meadows Round Table,Calgary, Friday 5 September 2003. It is a great pleasure for me to be part of this round table discussion today and I would like to thank the organisers for inviting me to share some thoughts with you on the topic of financing world growth. Si",,,,
TOP006963,Topic,But don t forget that structural reforms do not provide short term solutions to economic problems,2530,,,,1.0,['But don t forget that structural reforms do not provide short term solutions to economic problems'],1.0,
TOP006964,Topic,only a comprehensive reform programme,2530,,,,1.0,['only a comprehensive reform programme'],1.0,
TOP006965,Topic,However the further integration,2530,,,,1.0,['However the further integration'],1.0,
SPE002353,Speech,Europa und die USA - Clash of Cultures?,2531,Europa und die USA - Clash of Cultures?,"Rede von Dr. Gertrude Tumpel-Gugerell, Mitglied des Direktoriums der Europäischen Zentralbank, Redebeitrag zur Podiumsdiskussion ""The Alpbach Economic Symposium"" European Forum Alpbach 2003. Alpbach, 29. August 2003","Europa und die USA – Clash of Cultures? Rede von Dr. Gertrude Tumpel-Gugerell, Mitglied des Direktoriums der Europäischen Zentralbank, Redebeitrag zur Podiumsdiskussion ""The Alpbach Economic Symposium"" European Forum Alpbach 2003. Alpbach, 29. August 2003 Sehr geehrte Damen und Herren, ""Die amerikanische Herausforderung ist im Grunde weder eine industrielle noch eine finanzielle. Sie ist vor allem",,,,
TOP006966,Topic,Die USA haben die Liberalisierungs und Globalisierungswelle vor rund 20 Jahren eingeleitet und auch die gro en Internationalen Organisationen wie IMF Weltbank und OECD damit gepr gt,2531,,,,1.0,['Die USA haben die Liberalisierungs und Globalisierungswelle vor rund 20 Jahren eingeleitet und auch die gro en Internationalen Organisationen wie IMF Weltbank und OECD damit gepr gt'],1.0,
TOP006967,Topic,gestalten was sie von uns lernen k nnen und was wir von ihnen annehmen k nnen,2531,,,,1.0,['gestalten was sie von uns lernen k nnen und was wir von ihnen annehmen k nnen'],1.0,
TOP006968,Topic,Amerika heute hnelt Europa noch mit einem Vorsprung von 15 Jahren,2531,,,,1.0,['Amerika heute hnelt Europa noch mit einem Vorsprung von 15 Jahren'],1.0,
DAT001901,Date,2003-08-29,2531,,,,,,,2003-08-29
SPE002354,Speech,Official Statistics for a Global Economy,2532,Official Statistics for a Global Economy,"Eugenio Domingo Solans, Member of the Governing Council and of the Executive Board of the European Central Bank, Speech delivered at the 54th Session of the International Statistical Institute, Berlin, 20 August 2003. Introduction and overview","Official Statistics for a Global Economy Eugenio Domingo Solans, Member of the Governing Council and of the Executive Board of the European Central Bank, Speech delivered at the 54th Session of the International Statistical Institute, Berlin, 20 August 2003. Introduction and overview I feel both honoured and privileged to have been invited to address you at this conference today. The International",,,,
TOP006969,Topic,Besides monetary policy which is certainly our main customer the central bank statistical department should provide services to other clients within the central bank financial stability and banking supervision payment systems international etc and to other users outside the central bank market players researchers general public,2532,,,,1.0,['Besides monetary policy which is certainly our main customer the central bank statistical department should provide services to other clients within the central bank financial stability and banking supervision payment systems international etc and to other users outside the central bank market players researchers general public'],1.0,
TOP006970,Topic,Moreover the methodology of official economic and financial statistics for a global economy should be imbedded in international statistical standards as this enhances the cross country comparability of official statistics,2532,,,,1.0,['Moreover the methodology of official economic and financial statistics for a global economy should be imbedded in international statistical standards as this enhances the cross country comparability of official statistics'],1.0,
TOP006971,Topic,Official statistics developed compiled and disseminated in accordance with the ISI Declaration of Professional Ethics are by far the most important and reliable source of information,2532,,,,1.0,['Official statistics developed compiled and disseminated in accordance with the ISI Declaration of Professional Ethics are by far the most important and reliable source of information'],1.0,
DAT001902,Date,2003-08-20,2532,,,,,,,2003-08-20
SPE002355,Speech,EUROPEAN CENTRAL BANK Watchers Conference: The evaluation of the strategy,2533,EUROPEAN CENTRAL BANK Watchers Conference: The evaluation of the strategy,"Opening remarks Professor Otmar Issing, Member of the Executive Board of the European Central Bank,Frankfurt, 11 July 2003.","EUROPEAN CENTRAL BANK Watchers Conference: The evaluation of the strategy Opening remarks Professor Otmar Issing, Member of the Executive Board of the European Central Bank,Frankfurt, 11 July 2003. Introduction I welcome the opportunity to address this fifth edition of the EUROPEAN CENTRAL BANK Watchers conference. This annual meeting has become a tradition by now. It is a remarkable tradition: to",,,,
TOP006972,Topic,In the decade leading up to the EMU a broad consensus on the principles of sound monetary policy making emerged among the NCB s now forming the monetary union,2533,,,,1.0,['In the decade leading up to the EMU a broad consensus on the principles of sound monetary policy making emerged among the NCB s now forming the monetary union'],1.0,
TOP006973,Topic,It is true however that we undertook our evaluation with an open mind ready to introduce changes in case our evaluation had suggested the need to do so,2533,,,,1.0,['It is true however that we undertook our evaluation with an open mind ready to introduce changes in case our evaluation had suggested the need to do so'],1.0,
TOP006974,Topic,This is an area where according to several observers including some present here today the strategy has worked less well,2533,,,,1.0,['This is an area where according to several observers including some present here today the strategy has worked less well'],1.0,
DAT001903,Date,2003-07-11,2533,,,,,,,2003-07-11
SPE002356,Speech,Central banks and financial stability,2534,Central banks and financial stability,"Remarks by T. Padoa-Schioppa, Member of the Executive Board EUROPEAN CENTRAL BANK, Jakarta, 7 July 2003","Central banks and financial stability Remarks by T. Padoa-Schioppa, Member of the Executive Board EUROPEAN CENTRAL BANK, Jakarta, 7 July 2003 It is a great pleasure for me to be here today at the invitation of the Central Bank of Indonesia and to have the opportunity to share with you my views on the importance of financial stability and, in particular, the role central banks play in achieving it.",,,,
TOP006975,Topic,Second the tools primarily intended for maintaining price stability interest rates and market operations can at times be used to promote financial stability,2534,,,,1.0,['Second the tools primarily intended for maintaining price stability interest rates and market operations can at times be used to promote financial stability'],1.0,
TOP006976,Topic,Central bank objectives The two main objectives of central banks around the world relate to the maintenance of monetary and financial stability,2534,,,,1.0,['Central bank objectives The two main objectives of central banks around the world relate to the maintenance of monetary and financial stability'],1.0,
TOP006977,Topic,But even without supervisory powers I would maintain that central banks have a number of tools in their financial stability toolbox,2534,,,,1.0,['But even without supervisory powers I would maintain that central banks have a number of tools in their financial stability toolbox'],1.0,
DAT001904,Date,2003-07-07,2534,,,,,,,2003-07-07
SPE002357,Speech,Presentation of the EUROPEAN CENTRAL BANK's Annual Report 2002 to the European Parliament,2535,Presentation of the EUROPEAN CENTRAL BANK's Annual Report 2002 to the European Parliament,"Introductory statement delivered by Dr. Willem F. Duisenberg, President of the European Central Bank, Strasbourg, 3 July 2003.","Presentation of the EUROPEAN CENTRAL BANK's Annual Report 2002 to the European Parliament Introductory statement delivered by Dr. Willem F. Duisenberg, President of the European Central Bank, Strasbourg, 3 July 2003. It is my pleasure to present to you today the EUROPEAN CENTRAL BANK's Annual Report for 2002, a year that was marked by significant progress on our path towards a more integrated Euro",,,,
TOP006978,Topic,For a number of reasons which I have pointed out on previous occasions before Parliament we believe that the tools chosen by the EUROPEAN CENTRAL BANK to communicate and explain its decisions ensure transparency are more readily available and better reflect the institutional environment in which the EUROPEAN CENTRAL BANK operates,2535,,,,1.0,['For a number of reasons which I have pointed out on previous occasions before Parliament we believe that the tools chosen by the EUROPEAN CENTRAL BANK to communicate and explain its decisions ensure transparency are more readily available and better reflect the institutional environment in which the EUROPEAN CENTRAL BANK operates'],1.0,
TOP006979,Topic,This was partly due to a number of temporary or one off factors including higher oil prices indirect tax increases and adverse weather conditions,2535,,,,1.0,['This was partly due to a number of temporary or one off factors including higher oil prices indirect tax increases and adverse weather conditions'],1.0,
TOP006980,Topic,Against this background the Governing Council decided to reduce the key EUROPEAN CENTRAL BANK interest rates by 50 basis points in December 2002,2535,,,,1.0,"['Against this background the Governing Council decided to reduce the key EUROPEAN CENTRAL BANK interest rates by 50 basis points in December 2002', 'The Governing Council of the EUROPEAN CENTRAL BANK decided at its meeting on 6 March 2003 to reduce key EUROPEAN CENTRAL BANK interest rates by 25 basis points']",2.0,
DAT001905,Date,2003-07-03,2535,,,,,,,2003-07-03
SPE002358,Speech,The volatility of financial markets,2536,The volatility of financial markets,"by Gertrude Tumpel-Gugerell, Member of the Executive Board of the European Central Bank, at the Third Encuentro Financiero Internacional hosted by the Caja Madrid in Madrid on 1 and 2 July 2003","The volatility of financial markets Speech by Gertrude Tumpel-Gugerell, Member of the Executive Board of the European Central Bank, at the Third Encuentro Financiero Internacional hosted by the Caja Madrid in Madrid on 1 and 2 July 2003 1. Introduction Ladies and gentleman, It is a pleasure for me to speak today on ""the volatility of financial markets"" to such a distinguished audience here at the ",,,,
TOP006981,Topic,It is probably worth stressing that the six or seven years during which stock market volatility inexorably increased encompass both the period of the formation of the technology bubble and the period of the collapse of that bubble,2536,,,,1.0,['It is probably worth stressing that the six or seven years during which stock market volatility inexorably increased encompass both the period of the formation of the technology bubble and the period of the collapse of that bubble'],1.0,
TOP006982,Topic,When preparing my speech on volatility I discovered that in one area Spain and in particular Madrid displays the least volatility in whole Europe in terms of weather,2536,,,,1.0,['When preparing my speech on volatility I discovered that in one area Spain and in particular Madrid displays the least volatility in whole Europe in terms of weather'],1.0,
TOP006983,Topic,Since mid 2000 the Bund yield has nearly halved while its UNITED STATES counterpart has more than halved,2536,,,,1.0,['Since mid 2000 the Bund yield has nearly halved while its UNITED STATES counterpart has more than halved'],1.0,
DAT001906,Date,2003-07-02,2536,,,,,,,2003-07-02
SPE002359,Speech,at the Bank of Korea on Regional co-operation: experiences in East Asia and Europe,2537,at the Bank of Korea on Regional co-operation: experiences in East Asia and Europe,"by Tommaso Padoa-Schioppa Member of the Executive Board of the European Central Bank, Seoul, 1 July 2003.","at the Bank of Korea on Regional co-operation: experiences in East Asia and Europe by Tommaso Padoa-Schioppa Member of the Executive Board of the European Central Bank, Seoul, 1 July 2003. Introduction It is a great pleasure for me to be here with you today. At the outset, I would like to thank Governor Park (who unfortunately cannot be with United States today due to prior commitments), Deputy Go",,,,
TOP006984,Topic,However a counter argument in favour of integration among heterogeneous countries is that it can bring significant benefits to the less developed partners as we have started to experience with the accession of ten new member countries to the European Union,2537,,,,1.0,['However a counter argument in favour of integration among heterogeneous countries is that it can bring significant benefits to the less developed partners as we have started to experience with the accession of ten new member countries to the European Union'],1.0,
TOP006985,Topic,First after more than 50 years of sustained initiatives and convergence the 15 Member States of the European Union EUROPEAN UNION have completed a single market with a single currency adopted by all but three members,2537,,,,1.0,['First after more than 50 years of sustained initiatives and convergence the 15 Member States of the European Union EUROPEAN UNION have completed a single market with a single currency adopted by all but three members'],1.0,
TOP006986,Topic,Within a short period of time in the aftermath of the crisis major concrete co operative steps have been taken which include the Chiang Mai Initiative CMI and the Asian Bond Fund ABF,2537,,,,1.0,['Within a short period of time in the aftermath of the crisis major concrete co operative steps have been taken which include the Chiang Mai Initiative CMI and the Asian Bond Fund ABF'],1.0,
DAT001907,Date,2003-07-01,2537,,,,,,,2003-07-01
SPE002360,Speech,"in honour ofMr. Alessandro Profumo, Chief Executive Officer of UniCredito Italiano S.p.A., European Banker of the Year 2002",2538,"in honour ofMr. Alessandro Profumo, Chief Executive Officer of UniCredito Italiano S.p.A., European Banker of the Year 2002","by Ms Gertrude Tumpel-Gugerell,Member of the Executive Board and Governing Council of the European Central Bank,Frankfurt am Main, 30 June 2003.","in honour ofMr. Alessandro Profumo, Chief Executive Officer of UniCredito Italiano S.p.A., European Banker of the Year 2002 Speech by Ms Gertrude Tumpel-Gugerell,Member of the Executive Board and Governing Council of the European Central Bank,Frankfurt am Main, 30 June 2003. Introduction Ladies and Gentlemen, It is my privilege today to honour Mr. Alessandro Profumo, Chief Executive Officer of Uni",,,,
TOP006987,Topic,In the conduct of our tasks and the fulfilment of our objectives our fundamental concern is to provide the economy with good money,2538,,,,1.0,['In the conduct of our tasks and the fulfilment of our objectives our fundamental concern is to provide the economy with good money'],1.0,
TOP006988,Topic,This needs to increasingly be thought of as including in due course the future Member States of an enlarged European Union,2538,,,,1.0,['This needs to increasingly be thought of as including in due course the future Member States of an enlarged European Union'],1.0,
TOP006989,Topic,To his great surprise it is not St Peter but the devil who opens the door,2538,,,,1.0,['To his great surprise it is not St Peter but the devil who opens the door'],1.0,
DAT001908,Date,2003-06-30,2538,,,,,,,2003-06-30
SPE002361,Speech,The first lustrum of the EUROPEAN CENTRAL BANK,2539,The first lustrum of the EUROPEAN CENTRAL BANK,"by Dr. Willem F. Duisenberg, President of the European Central Bank, at the International Frankfurt Banking Evening Frankfurt, 16 June 2003","The first lustrum of the EUROPEAN CENTRAL BANK Speech by Dr. Willem F. Duisenberg, President of the European Central Bank, at the International Frankfurt Banking Evening Frankfurt, 16 June 2003 Introduction It gives me great pleasure to address such a distinguished audience today; even more so as it is not the first time I am speaking at the International Frankfurt Banking Evening. On 1 June of th",,,,
TOP006990,Topic,It seems to have been accompanied by a rising short termism of corporate managers which in turn was accompanied by corporate malpractice and also pushed firms to over invest especially in the IT and telecommunications sector,2539,,,,1.0,['It seems to have been accompanied by a rising short termism of corporate managers which in turn was accompanied by corporate malpractice and also pushed firms to over invest especially in the IT and telecommunications sector'],1.0,
TOP006991,Topic,All of this may still be part of the reason for the weak consumption and investment activity and thus the slow pace of economic growth in the euro area that we are now observing,2539,,,,1.0,['All of this may still be part of the reason for the weak consumption and investment activity and thus the slow pace of economic growth in the euro area that we are now observing'],1.0,
TOP006992,Topic,Moreover more shocks such as those associated with the introduction of new technologies and those of a political nature have increasingly become global in nature,2539,,,,1.0,['Moreover more shocks such as those associated with the introduction of new technologies and those of a political nature have increasingly become global in nature'],1.0,
DAT001909,Date,2003-06-16,2539,,,,,,,2003-06-16
SPE002362,Speech,Why does the structure of the financial system matter?,2540,Why does the structure of the financial system matter?,to be delivered by Eugenio Domingo Solans Member of the Governing Council and of the Executive Board of the European Central Bank Seminar on financial structures sponsored by Caixa Galicia on the occasion of its 25th anniversary Santiago de Compostela 13 June 2003,"Why does the structure of the financial system matter? Speech to be delivered by Eugenio Domingo Solans Member of the Governing Council and of the Executive Board of the European Central Bank Seminar on financial structures sponsored by Caixa Galicia on the occasion of its 25th anniversary Santiago de Compostela 13 June 2003 Introduction Ladies and Gentlemen, It gives me great pleasure to address ",,,,
TOP006993,Topic,Since the introduction of the euro and the start of the single monetary policy in January 1999 the integration of financial markets in the euro area has progressed considerably resulting in deeper and broader markets for financial services,2540,,,,1.0,['Since the introduction of the euro and the start of the single monetary policy in January 1999 the integration of financial markets in the euro area has progressed considerably resulting in deeper and broader markets for financial services'],1.0,
TOP006994,Topic,First by allowing for the existence of taxes and bankruptcy and liquidation costs it has been investigated whether firms try to achieve specific target debt ratios,2540,,,,1.0,['First by allowing for the existence of taxes and bankruptcy and liquidation costs it has been investigated whether firms try to achieve specific target debt ratios'],1.0,
TOP006995,Topic,Nowadays economic life would simply not be possible without the wide range of services and products that banks offer to various sectors of society,2540,,,,1.0,['Nowadays economic life would simply not be possible without the wide range of services and products that banks offer to various sectors of society'],1.0,
DAT001910,Date,2003-06-13,2540,,,,,,,2003-06-13
SPE002363,Speech,The Contribution of Monetary Policy to Economic Growth,2541,The Contribution of Monetary Policy to Economic Growth,"Lucas Papademos, Vice-President of the European Central Bank, 31st Economics Conference, Vienna, 12 June 2003","The Contribution of Monetary Policy to Economic Growth Lucas Papademos, Vice-President of the European Central Bank, 31st Economics Conference, Vienna, 12 June 2003 1 Introduction [1] I am delighted at the opportunity to speak at this year's Economics Conference organised by the Oesterreichische Nationalbank. This series of conferences has established a long tradition -more than 30 years old - of ",,,,
TOP006996,Topic,This series of conferences has established a long tradition more than 30 years old of focusing on issues which are both important and topical,2541,,,,1.0,['This series of conferences has established a long tradition more than 30 years old of focusing on issues which are both important and topical'],1.0,
TOP006997,Topic,the utility or production functions,2541,,,,1.0,['the utility or production functions'],1.0,
DAT001911,Date,2003-06-12,2541,,,,,,,2003-06-12
SPE002364,Speech,Opening speech,2542,Opening speech,"Opening speech by Tommaso Padoa-Schioppa Member of the Executive Board of the European Central Bank, at the Committee of Payment and Settlement Systems Conference on Private and Public Sector Challenges in the Payment System Organised by the European Central Bank and the Bank for International Settlements Frankfurt, 12 June 2003..","Opening speech Opening speech by Tommaso Padoa-Schioppa Member of the Executive Board of the European Central Bank, at the Committee of Payment and Settlement Systems Conference on Private and Public Sector Challenges in the Payment System Organised by the European Central Bank and the Bank for International Settlements Frankfurt, 12 June 2003.. Ladies and gentlemen, I very warmly welcome you to t",,,,
TOP006998,Topic,With this work the Committee has defined standards codes and best practices that are deemed essential for strengthening the financial architecture worldwide,2542,,,,1.0,['With this work the Committee has defined standards codes and best practices that are deemed essential for strengthening the financial architecture worldwide'],1.0,
TOP006999,Topic,Oversight is perhaps today the most often recurring word in the talks and in the documents of central bank officials involved in payment systems,2542,,,,1.0,['Oversight is perhaps today the most often recurring word in the talks and in the documents of central bank officials involved in payment systems'],1.0,
TOP007000,Topic,The Committee as such does not perform oversight it does not have an enforcement function,2542,,,,1.0,['The Committee as such does not perform oversight it does not have an enforcement function'],1.0,
SPE002365,Speech,Key issues for the EUROPEAN CENTRAL BANK in the field of payment systems,2543,Key issues for the EUROPEAN CENTRAL BANK in the field of payment systems,"by Dr. Willem F. Duisenberg, President of the European Central Bank, at the G10 Committee on Payment and Settlement Systems conference on ""Private and public sector challenges in the payment system"", Frankfurt, 12 June 2003","Key issues for the EUROPEAN CENTRAL BANK in the field of payment systems Speech by Dr. Willem F. Duisenberg, President of the European Central Bank, at the G10 Committee on Payment and Settlement Systems conference on ""Private and public sector challenges in the payment system"", Frankfurt, 12 June 2003 Ladies and Gentlemen, It is a great pleasure for me to host this dinner today and to have the op",,,,
TOP007001,Topic,the Core Principles,2543,,,,1.0,['the Core Principles'],1.0,
TOP007002,Topic,Accordingly economic growth in the first half of 2003 is likely to have been very weak and expectations for annual average economic growth for this year and for 2004 have had to be scaled down,2544,,,,1.0,['Accordingly economic growth in the first half of 2003 is likely to have been very weak and expectations for annual average economic growth for this year and for 2004 have had to be scaled down'],1.0,
TOP007003,Topic,The monetary analysis focuses on the identification of the medium to long term trends in inflation in view of the close relationship between money and prices over extended horizons,2544,,,,1.0,['The monetary analysis focuses on the identification of the medium to long term trends in inflation in view of the close relationship between money and prices over extended horizons'],1.0,
SPE002366,Speech,Structural reform and its implications for monetary policy,2545,Structural reform and its implications for monetary policy,"by Dr. Willem F. Duisenberg, President of the European Central Bank, at the meeting of the Executive Board of the Deutsche Bundesbank in Berlin on 10 June 2003","Structural reform and its implications for monetary policy Speech by Dr. Willem F. Duisenberg, President of the European Central Bank, at the meeting of the Executive Board of the Deutsche Bundesbank in Berlin on 10 June 2003 Introduction It is an honour for me, as President of the European Central Bank (EUROPEAN CENTRAL BANK), to address the Executive Board of the Deutsche Bundesbank and its gues",,,,
TOP007004,Topic,Meanwhile both the supply of and demand for labour a,2545,,,,1.0,['Meanwhile both the supply of and demand for labour a'],1.0,
TOP007005,Topic,account specific cultural backgrounds,2545,,,,1.0,['account specific cultural backgrounds'],1.0,
TOP007006,Topic,the system s decision making bodies,2545,,,,1.0,['the system s decision making bodies'],1.0,
DAT001912,Date,2003-06-10,2545,,,,,,,2003-06-10
SPE002367,Speech,Monetary and fiscal policy in the euro area,2546,Monetary and fiscal policy in the euro area,"Introduction by Dr. Willem F. Duisenberg, President of the European Central Bank, at the International Monetary Conference, Berlin, 3 June 2003.","Monetary and fiscal policy in the euro area Introduction by Dr. Willem F. Duisenberg, President of the European Central Bank, at the International Monetary Conference, Berlin, 3 June 2003. I would like to begin today by situating my analysis of the current situation in the context of the institutional framework for macroeconomic policies in the euro area. In the euro area, fiscal policies remain u",,,,
TOP007007,Topic,As regards the external balance given the extent and the length of the period of the appreciation of the exchange rate of the euro some restraining effects on exports of the euro area will be felt in the period ahead,2546,,,,1.0,['As regards the external balance given the extent and the length of the period of the appreciation of the exchange rate of the euro some restraining effects on exports of the euro area will be felt in the period ahead'],1.0,
TOP007008,Topic,The first few months of this year were dominated by the uncertainty related to the escalation of geopolitical tensions in the Middle East,2546,,,,1.0,['The first few months of this year were dominated by the uncertainty related to the escalation of geopolitical tensions in the Middle East'],1.0,
TOP007009,Topic,In addition they risk undermining the confidence of economic agents in the fiscal framework and in its stability,2546,,,,1.0,['In addition they risk undermining the confidence of economic agents in the fiscal framework and in its stability'],1.0,
DAT001913,Date,2003-06-03,2546,,,,,,,2003-06-03
SPE002368,Speech,Efficiency in financial institutions,2547,Efficiency in financial institutions,"by Professor Otmar Issing, Member of the Executive Board of the European Central Bank, at the World Congress of Savings Banks, Madrid, 23 May 2003.","Efficiency in financial institutions Speech by Professor Otmar Issing, Member of the Executive Board of the European Central Bank, at the World Congress of Savings Banks, Madrid, 23 May 2003. Ladies and gentlemen, This session of the conference is devoted to the issue of efficiency in financial institutions. The very first question which springs to mind in this context is whether banks are efficie",,,,
TOP007010,Topic,Maintaining that trustworthiness and being at the leading edge in terms of assessing and monitoring risks are to my mind two key competencies that apply to banks and most other sectors of the financial system,2547,,,,1.0,['Maintaining that trustworthiness and being at the leading edge in terms of assessing and monitoring risks are to my mind two key competencies that apply to banks and most other sectors of the financial system'],1.0,
TOP007011,Topic,The importance of banks and relationship lending Despite the amalgamation of institutions the financial system is composed of a number of financial markets instruments and institutions,2547,,,,1.0,['The importance of banks and relationship lending Despite the amalgamation of institutions the financial system is composed of a number of financial markets instruments and institutions'],1.0,
TOP007012,Topic,smoother business cycle fluctuations,2547,,,,1.0,['smoother business cycle fluctuations'],1.0,
DAT001914,Date,2003-05-23,2547,,,,,,,2003-05-23
SPE002369,Speech,"New economy, financial markets and monetary policy",2548,"New economy, financial markets and monetary policy","by Dr. Willem F. Duisenberg, President of the European Central Bank, at the meeting of the Zürcher Volkswirtschaftliche Gesellschaft, Zurich, 19 May 2003.","New economy, financial markets and monetary policy Speech by Dr. Willem F. Duisenberg, President of the European Central Bank, at the meeting of the Zürcher Volkswirtschaftliche Gesellschaft, Zurich, 19 May 2003. Introduction Ladies and Gentlemen, I am delighted to be here to address you this evening, and I should like to start by thanking the Zürcher Volkswirtschaftliche Gesellschaft for inviting",,,,
TOP007013,Topic,It has been calculated that the industrialised countries were about 20 times better off at the end of the 20th century than they were a hundred years earlier 1 Developments in the technological infrastructure have increasingly been at the forefront of economic discussions in the second half of the 1990s,2548,,,,1.0,['It has been calculated that the industrialised countries were about 20 times better off at the end of the 20th century than they were a hundred years earlier 1 Developments in the technological infrastructure have increasingly been at the forefront of economic discussions in the second half of the 1990s'],1.0,
TOP007014,Topic,In my presentation today I shall first briefly discuss the challenges that have been presented by the new environment for monetary policy makers in particular by the new economy and the growing importance of capital markets,2548,,,,1.0,['In my presentation today I shall first briefly discuss the challenges that have been presented by the new environment for monetary policy makers in particular by the new economy and the growing importance of capital markets'],1.0,
TOP007015,Topic,interpretation difficulties,2548,,,,1.0,['interpretation difficulties'],1.0,
DAT001915,Date,2003-05-19,2548,,,,,,,2003-05-19
SPE002370,Speech,The importance of Eurostat for the monetary policy of the European Central Bank,2549,The importance of Eurostat for the monetary policy of the European Central Bank,"Eugenio Domingo Solans, Member of the Governing Council and of the Executive Board of the European Central Bank, Speech delivered at the academic meeting on the occasion of the 50th anniversary of the Statistical Office of the European Communities, Luxembourg, 16 May 2003 .","The importance of Eurostat for the monetary policy of the European Central Bank Eugenio Domingo Solans, Member of the Governing Council and of the Executive Board of the European Central Bank, Speech delivered at the academic meeting on the occasion of the 50th anniversary of the Statistical Office of the European Communities, Luxembourg, 16 May 2003 . Your Royal Highness [Monseigneur], Prime Mini",,,,
TOP007016,Topic,This is possibly the most important omission in the economic statistics currently available for Europe,2549,,,,1.0,['This is possibly the most important omission in the economic statistics currently available for Europe'],1.0,
TOP007017,Topic,harmonised national data,2549,,,,1.0,['harmonised national data'],1.0,
DAT001916,Date,2003-05-16,2549,,,,,,,2003-05-16
SPE002371,Speech,"Address on the occasion of being decorated with the Grand Decoration of Honour in Gold with Sash for Services to the Republic of Austria by Dr. Thomas Klestil, President of the Republic of Austria",2550,"Address on the occasion of being decorated with the Grand Decoration of Honour in Gold with Sash for Services to the Republic of Austria by Dr. Thomas Klestil, President of the Republic of Austria","Address by Dr. W. F. Duisenberg, President of the EUROPEAN CENTRAL BANK, Vienna, 9 May 2003","Address on the occasion of being decorated with the Grand Decoration of Honour in Gold with Sash for Services to the Republic of Austria by Dr. Thomas Klestil, President of the Republic of Austria Address by Dr. W. F. Duisenberg, President of the EUROPEAN CENTRAL BANK, Vienna, 9 May 2003 It is a great honour for me, for a number of reasons, to receive this high decoration of the Republic of Austri",,,,
TOP007018,Topic,Finally it has become increasingly clear on the basis of both practical experience and economic theory and empirical evidence that economic growth can only be lifted to a structurally higher level by improving the functioning of the economy which in the European context implies embarking on far reaching structural reforms,2550,,,,1.0,['Finally it has become increasingly clear on the basis of both practical experience and economic theory and empirical evidence that economic growth can only be lifted to a structurally higher level by improving the functioning of the economy which in the European context implies embarking on far reaching structural reforms'],1.0,
