id,label,name,title,date
org:secteur_public_sont_plus,ORG,secteur public sont plus,,
org:ont_un_effet_de_signal,ORG,ont un effet de signal,,
org:partenaires_sociaux,ORG,partenaires sociaux,,
person:prive_dans_de_nombreux,PERSON,privé dans de nombreux,,
person:de_ce_point_de_vue,PERSON,De ce point de vue,,
person:de_leconomie,PERSON,de l’économie,,
person:holm_hadulla_et,PERSON,Holm-Hadulla et,,
person:pour_le_calcul,PERSON,pour le calcul,,
person:annuel_moyen,PERSON,annuel moyen,,
person:annees_dexistence_de_la_monnaie,PERSON,années d’existence de la monnaie,,
org:la_credibilite_de_la_bce,ORG,la crédibilité de la BCE,,
person:aussi_bien,PERSON,aussi bien,,
person:la_capacite_de_la_bce_de_maintenir_la,PERSON,la capacité de la BCE de maintenir la,,
org:niveau_de_developpement,ORG,niveau de développement,,
person:moyenne_de_la_zone,PERSON,moyenne de la zone,,
person:potentiel_au,PERSON,potentiel au,,
org:par_des_taux_de_change_absolument_fixes,ORG,par des taux de change absolument fixes,,
org:niveaux_de,ORG,niveaux de,,
person:secteur_concurrentiel,PERSON,secteur concurrentiel,,
person:il_sagit_de_leffet_de_balassasamuelson,PERSON,Il s’agit de l’effet de Balassa‑Samuelson,,
person:mais_de_nombreuses,PERSON,Mais de nombreuses,,
person:dexpansion_de_la,PERSON,d’expansion de la,,
person:etre_la_reference_au_niveau,PERSON,être la référence au niveau,,
person:nominaux,PERSON,nominaux,,
person:contexte_de_la_situation_macroeconomique,PERSON,contexte de la situation macroéconomique,,
org:nationaux_sont,ORG,nationaux sont,,
org:particulier_soit_parce_quils,ORG,particulier soit parce qu’ils,,
person:secteur_concurrentiel_et_de_favoriser_ainsi_le_dynamisme_des_exportations,PERSON,secteur concurrentiel et de favoriser ainsi le dynamisme des exportations,,
org:la_hausse_du_prix_des_actifs,ORG,la hausse du prix des actifs,,
person:de_lendettement,PERSON,de l’endettement,,
org:par,ORG,Par,,
person:de_lexistence_de_la,PERSON,de l’existence de la,,
person:de_la_croissance,PERSON,de la croissance,,
org:une_strategie_de_reforme,ORG,une stratégie de réforme,,
person:cadre_dun,PERSON,cadre d’un,,
person:entamee_par,PERSON,entamée par,,
org:autorites_publiques_de,ORG,autorités publiques de,,
org:la_reconstitution_de_marges_de_manuvre,ORG,La reconstitution de marges de manœuvre,,
org:la_necessite_de_sortir_de_la_plus,ORG,la nécessité de sortir de la plus,,
person:essentielle_de_la_stabilite,PERSON,essentielle de la stabilité,,
org:que_limprevisibilite_de_lirruption_des_crises,ORG,que l’imprévisibilité de l’irruption des crises,,
person:niveau_de_la_zone,PERSON,niveau de la zone,,
person:prive_ainsi,PERSON,privé ainsi,,
org:conseil_des_gouverneurs,ORG,Conseil des gouverneurs,,
org:dans_de_nombreuses,ORG,dans de nombreuses,,
loc:de_mainduvre,GPE,de main‑d’œuvre,,
person:netait,PERSON,n’était,,
person:mutuelle,PERSON,mutuelle,,
loc:quil,GPE,qu’il,,
org:danalyser,ORG,d’analyser,,
person:mais_de_tels,PERSON,Mais de tels,,
org:collegues_de_la_bce_et,ORG,collègues de la BCE et,,
person:gamme_bien,PERSON,gamme bien,,
person:de_lemergence_de_desequilibres,PERSON,de l’émergence de déséquilibres,,
person:yeux_de_la_bce,PERSON,yeux de la BCE,,
org:pib,ORG,PIB,,
person:de_la_sorte,PERSON,De la sorte,,
org:la_commission,ORG,la Commission,,
person:fondamentaux_de_ce_cadre_qui,PERSON,fondamentaux de ce cadre qui,,
person:yeux_de_la_banque,PERSON,yeux de la Banque,,
person:marche,PERSON,Marché,,
person:etre_renforcees_en_ce_qui,PERSON,être renforcées en ce qui,,
org:la_zone_euro_des,ORG,la zone euro des «,,
person:tableau_de_bord,PERSON,tableau de bord,,
org:sappuyer_sur_des_indicateurs_de_pertes_de_competitiviteprix,ORG,s’appuyer sur des indicateurs de pertes de compétitivité‑prix,,
person:nature_de_la_gamme_bien,PERSON,nature de la gamme bien,,
person:cadre_de_la,PERSON,cadre de la,,
person:compris_de_limmobilier,PERSON,compris de l’immobilier,,
person:dautomaticite,PERSON,d’automaticité,,
person:concret_de_la,PERSON,concret de la,,
person:etre_appliquees_a,PERSON,être appliquées à,,
person:qui_leur,PERSON,qui leur,,
person:de_se_conformer_aux,PERSON,de se conformer aux,,
org:letude_et,ORG,l’étude et,,
org:formulees_seront,ORG,formulées seront,,
person:penche_sur,PERSON,penché sur,,
person:quand,PERSON,Quand,,
loc:voit,GPE,voit,,
org:doit_sinteresser_de_pres,ORG,doit s’intéresser de près,,
person:secteur_non_concurrentiel_quand,PERSON,secteur non concurrentiel quand,,
org:doit_surveiller_de_pres,ORG,doit surveiller de près,,
org:nationaux_pour_apprehender,ORG,nationaux pour appréhender,,
person:tenir_compte,PERSON,tenir compte,,
org:fait_capital_que,ORG,fait capital que,,
person:sante_individuelle,PERSON,santé individuelle,,
person:europeenne_et_de_la_zone,PERSON,européenne et de la zone,,
loc:demplois,GPE,d’emplois,,
person:sein_de_leconomie_mondialisee_daujourdhui_et_de_demain,PERSON,sein de l’économie mondialisée d’aujourd’hui et de demain,,
person:de_la_bce,PERSON,de la BCE,,
person:etre_assures_que_la_bce,PERSON,être assurés que la BCE,,
topic:la_competitivite_dans,Topic,la compétitivité dans,,
topic:union_monetaire_intervention_de_jean_claude_trichet,Topic,union monétaire Intervention de Jean-Claude Trichet,,
topic:2011_la_surveillance,Topic,2011 La surveillance,,
doc:1655,Document,The ECB's Non-standard Measures during the Current Financial Crisis The ECB's Non-standard Measures during the Current Financial Crisis,The ECB's Non-standard Measures during the Current Financial Crisis The ECB's Non-standard Measures during the Current Financial Crisis,2011-03-24
speech:1655,Speech,The ECB's Non-standard Measures during the Current Financial Crisis The ECB's Non-standard Measures during the Current Financial Crisis,The ECB's Non-standard Measures during the Current Financial Crisis The ECB's Non-standard Measures during the Current Financial Crisis,2011-03-24
date:2011_03_24,Date,2011-03-24,,
org:the_current_financial_crisis_the_ecbs,ORG,the Current Financial Crisis The ECB's,,
org:the_current_financial_crisis_speech,ORG,the Current Financial Crisis Speech,,
date:24_march_2011,DATE,24 March 2011,,
org:the_current_financial_crisis_the_ecbs_non_standard_measures,ORG,the Current Financial Crisis The ECB’s Non-standard Measures,,
person:jurgen,PERSON,Jürgen,,
person:pre_lehmann,PERSON,pre-Lehmann,,
date:nearly_four_years,DATE,nearly four years,,
org:the_security_market_programme,ORG,the Security Market Programme,,
org:d_lenza,ORG,D. & Lenza,,
org:m_pill,ORG,"M. & Pill,",,
org:lenza_m_pill_h_reichlin,ORG,"Lenza, M. & Pill, H. & Reichlin",,
person:n_cassola,PERSON,N. Cassola,,
person:annex_events_workshop,PERSON,Annex Events Workshop,,
topic:ecbs_non_standard_measures,Topic,ECB's Non-standard Measures,,
topic:current_financial_crisis,Topic,Current Financial Crisis,,
topic:current_financial_crisis_speech,Topic,Current Financial Crisis Speech,,
doc:1656,Document,Taking stock on financial reform,Taking stock on financial reform,2011-03-23
speech:1656,Speech,Taking stock on financial reform,Taking stock on financial reform,2011-03-23
date:2011_03_23,Date,2011-03-23,,
org:frankfurt_main_finance_summit,ORG,Frankfurt Main Finance Summit,,
date:23_march_2011,DATE,23 March 2011,,
org:the_frankfurt_main_finance_summit,ORG,the Frankfurt Main Finance Summit,,
person:marketsfrankfurt,PERSON,markets”Frankfurt,,
org:financial_supervisors,ORG,Financial Supervisors,,
person:nout_wellink,PERSON,Nout Wellink,,
date:eighteen_months,DATE,Eighteen months,,
org:i_banking,ORG,I. Banking,,
person:basel_iii_basel_iii,PERSON,Basel III Basel III,,
date:the_middle_of_this_decade,DATE,the middle of this decade,,
topic:brfrankfurt_main_finance_summit_brthe_future,Topic,<br>Frankfurt Main Finance Summit <br>“The Future,,
doc:1657,Document,Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,2011-03-21
speech:1657,Speech,Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,2011-03-21
date:2011_03_21,Date,2011-03-21,,
date:21_march_2011,DATE,21 March 2011,,
person:le_savez,PERSON,le savez,,
date:europeens,DATE,européens,,
person:de_notre,PERSON,de notre,,
person:autorites_de_faire,PERSON,autorités de faire,,
org:abstimmung,ORG,Abstimmung,,
loc:erklarung,GPE,Erklärung,,
person:absichtserklarung,PERSON,Absichtserklärung,,
date:12_january_2011,DATE,12 January 2011,,
doc:1658,Document,What lies behind the success of the euro?,What lies behind the success of the euro?,2011-03-21
speech:1658,Speech,What lies behind the success of the euro?,What lies behind the success of the euro?,2011-03-21
org:the_austrian_schilling,ORG,the Austrian Schilling,,
loc:north_sea,LOC,North Sea,,
doc:1659,Document,Reforming EMU: time for bold decisions,Reforming EMU: time for bold decisions,2011-03-18
speech:1659,Speech,Reforming EMU: time for bold decisions,Reforming EMU: time for bold decisions,2011-03-18
date:2011_03_18,Date,2011-03-18,,
org:the_group_of_the_progressive_alliance_of_socialists,ORG,the Group of the Progressive Alliance of Socialists,,
date:18_march_2011,DATE,18 March 2011,,
org:the_european_parliamentary_assembly,ORG,the European Parliamentary Assembly,,
date:the_more_benign_years,DATE,the more benign years,,
topic:bold_decisions,Topic,bold decisions,,
doc:1660,Document,"Introductory statement at the press conference on the occasion of the signing of the protocol between the European Central Bank, the National Bank of Serbia and the Delegation of the European Union to the Republic of Serbia","Introductory statement at the press conference on the occasion of the signing of the protocol between the European Central Bank, the National Bank of Serbia and the Delegation of the European Union to the Republic of Serbia",2011-03-18
speech:1660,Speech,"Introductory statement at the press conference on the occasion of the signing of the protocol between the European Central Bank, the National Bank of Serbia and the Delegation of the European Union to the Republic of Serbia","Introductory statement at the press conference on the occasion of the signing of the protocol between the European Central Bank, the National Bank of Serbia and the Delegation of the European Union to the Republic of Serbia",2011-03-18
loc:the_republic_of_serbia,GPE,the Republic of Serbia,,
date:18_march_2011_mr,DATE,18 March 2011 Mr,,
person:degert,PERSON,Degert,,
date:1_september_2008,DATE,1 September 2008,,
person:radovan_jelasic,PERSON,Radovan Jelašić,,
org:the_national_bank_of_serbias,ORG,the National Bank of Serbia’s,,
topic:signing,Topic,signing,,
topic:protocol,Topic,protocol,,
doc:1661,Document,Der einheitliche Euro-Zahlungsverkehrsraum (SEPA): Wo stehen wir und was bringt er uns?,Der einheitliche Euro-Zahlungsverkehrsraum (SEPA): Wo stehen wir und was bringt er uns?,2011-03-15
speech:1661,Speech,Der einheitliche Euro-Zahlungsverkehrsraum (SEPA): Wo stehen wir und was bringt er uns?,Der einheitliche Euro-Zahlungsverkehrsraum (SEPA): Wo stehen wir und was bringt er uns?,2011-03-15
date:2011_03_15,Date,2011-03-15,,
person:rede_von_gertrude_tumpel_gugerell,PERSON,Rede von Gertrude Tumpel-Gugerell,,
org:deutsche_bundesbank_stuttgart,ORG,Deutsche Bundesbank Stuttgart,,
org:aus_japan,ORG,aus Japan,,
person:kontinuierlich_erreichen,PERSON,kontinuierlich erreichen,,
loc:tagesordnung,GPE,Tagesordnung,,
person:mochte_ich,PERSON,möchte ich,,
loc:namen,GPE,Namen,,
org:kollegen,ORG,Kollegen,,
person:betroffenen,PERSON,Betroffenen,,
person:ein_meilenstein,PERSON,ein Meilenstein,,
person:geschichte_deutschlands,PERSON,Geschichte Deutschlands,,
date:september_1990,DATE,September 1990,,
org:moskau_der_vertrag,ORG,Moskau der Vertrag,,
date:oktober_1990,DATE,Oktober 1990,,
person:vorbehaltsrecht,PERSON,Vorbehaltsrecht,,
org:dadurch,ORG,Dadurch,,
date:marz_1991,DATE,März 1991,,
person:volle_souveranitat,PERSON,volle Souveränität,,
org:unmittelbar,ORG,Unmittelbar,,
org:ubernahme,ORG,Übernahme,,
loc:aktualisierung,GPE,Aktualisierung,,
person:ungeeignet_waren,PERSON,ungeeignet waren,,
loc:grenzoffnung,GPE,Grenzöffnung,,
loc:systeme,GPE,Systeme,,
org:postleitzahlensystem,ORG,Postleitzahlensystem,,
org:die_umstellung,ORG,Die Umstellung,,
person:bankkonto_benotigt,PERSON,Bankkonto benötigt,,
person:von_dem_aus,PERSON,von dem aus,,
person:euroraum_uberweisungen,PERSON,Euroraum Überweisungen,,
person:miete,PERSON,Miete,,
person:kinder,PERSON,Kinder,,
org:feriendomizil,ORG,Feriendomizil,,
loc:rechnungen,LOC,Rechnungen,,
person:meilensteine,PERSON,Meilensteine,,
org:mit_denen,ORG,mit denen,,
person:euroraums_uberweisungen,PERSON,Euroraums Überweisungen,,
person:durchfuhren_kann,PERSON,durchführen kann,,
person:zweitens_wurde,PERSON,Zweitens wurde,,
person:getatigt_werden,PERSON,getätigt werden,,
org:schaffung_des_sepa_rats,ORG,Schaffung des SEPA-Rats,,
person:lenkungsstruktur_von_sepa_verbessert,PERSON,Lenkungsstruktur von SEPA verbessert,,
person:der_sepa_rat,PERSON,Der SEPA-Rat,,
person:einbindung,PERSON,Einbindung,,
person:vertreter_von_verbrauchern,PERSON,Vertreter von Verbrauchern,,
org:handlern,ORG,Händlern,,
person:entwicklung_bislang_nicht,PERSON,Entwicklung bislang nicht,,
org:integration_des_massenzahlungsmarkts,ORG,Integration des Massenzahlungsmarkts,,
org:ein_enddatum,ORG,ein Enddatum,,
org:kommunikation_des_vorhabens,ORG,Kommunikation des Vorhabens,,
loc:zahlungsmittel,GPE,Zahlungsmittel,,
org:das_enddatum,ORG,das Enddatum,,
person:umstellung_auf_sepa,PERSON,Umstellung auf SEPA,,
person:das_vereinte,PERSON,das vereinte,,
person:ubergangsphase,PERSON,Übergangsphase,,
person:vorbereitung,PERSON,Vorbereitung,,
person:erstellung,PERSON,Erstellung,,
person:groprojekten,PERSON,Großprojekten,,
person:endtermin_bestimmt,PERSON,Endtermin bestimmt,,
person:vorzuge,PERSON,Vorzüge,,
person:einfuhrung_der,PERSON,Einführung der,,
org:zahlungsinstrument,ORG,Zahlungsinstrument,,
person:der_sepalastschrift_lag_der,PERSON,der SEPA‑Lastschrift lag der,,
person:anteil_sogar_deutlich_unter,PERSON,Anteil sogar deutlich unter,,
person:erreichbarkeit,PERSON,Erreichbarkeit,,
org:das_sepa_lastschriftverfahren,ORG,das SEPA-Lastschriftverfahren,,
org:zahlungen,ORG,Zahlungen,,
org:sepa_instrumente,ORG,SEPA-Instrumente,,
person:jedoch_noch_nicht_ausreichen,PERSON,jedoch noch nicht ausreichen,,
person:masse,PERSON,Masse,,
person:anstieg_der_umstellungsquote,PERSON,Anstieg der Umstellungsquote,,
person:vorangegangen_ist,PERSON,vorangegangen ist,,
person:vollstandige_umstellung_von_den,PERSON,vollständige Umstellung von den,,
person:beiden_sepazahlungsinstrumente_geben_muss,PERSON,beiden SEPA‑Zahlungsinstrumente geben muss,,
person:jahr_2010,PERSON,Jahr 2010,,
person:vertreter,PERSON,Vertreter,,
person:enddatum_gefordert,PERSON,Enddatum gefordert,,
person:von_bearingpoint,PERSON,von BearingPoint,,
person:studie_zu_dem_ergebnis,PERSON,Studie zu dem Ergebnis,,
org:eu_verordnung_aus,ORG,EU-Verordnung aus,,
org:geheimnis,ORG,Geheimnis,,
org:allgemeinen_befurwortung_die_details,ORG,allgemeinen Befürwortung die Details,,
person:diskutiert_werden,PERSON,diskutiert werden,,
org:ein_endtermin,ORG,ein Endtermin,,
person:bekanntgabe_der_von_uns,PERSON,Bekanntgabe der von uns,,
loc:schritt,GPE,Schritt,,
org:sepafortschrittsbericht,ORG,SEPA‑Fortschrittsbericht,,
person:kommuniziert,PERSON,kommuniziert,,
person:vorteile_von_sepa_zum,PERSON,Vorteile von SEPA zum,,
org:zahlungsdienstleistungen,ORG,Zahlungsdienstleistungen,,
person:haushalten_zugutekommt,PERSON,Haushalten zugutekommt,,
org:einfuhrung,ORG,Einführung,,
person:eurobanknoten_und_munzen_mittlerweile,PERSON,Euro‑Banknoten und -Münzen mittlerweile,,
person:nutzung,PERSON,Nutzung,,
org:schritt_zur,ORG,Schritt zur,,
org:finanzdienstleistungen,ORG,Finanzdienstleistungen,,
person:zum_zweiten_aspekt,PERSON,zum zweiten Aspekt,,
person:jahr_1993,PERSON,Jahr 1993,,
person:medienecho_aus,PERSON,Medienecho aus,,
person:kreuzfeuer_der_kritik,PERSON,Kreuzfeuer der Kritik,,
person:einstellung_gegenuber_dem,PERSON,Einstellung gegenüber dem,,
loc:systems,GPE,Systems,,
loc:konsumenten,GPE,Konsumenten,,
person:jeden_fall_von_den,PERSON,jeden Fall von den,,
loc:zahlungsinstrumenten,GPE,Zahlungsinstrumenten,,
person:mussen_aufklarung,PERSON,müssen Aufklärung,,
org:international_bank_account_number,ORG,International Bank Account Number,,
person:kunde,PERSON,Kunde,,
org:einzigartigkeit,ORG,Einzigartigkeit,,
person:sicherheit_gewahrleistung_von_sicherheit_fur,PERSON,Sicherheit Gewährleistung von Sicherheit Für,,
person:vertrauen_von_verbrauchern,PERSON,Vertrauen von Verbrauchern,,
org:ansatz,ORG,Ansatz,,
person:der_unternehmensubergreifenden_ebene,PERSON,der unternehmensübergreifenden Ebene,,
person:darin_begrundet,PERSON,darin begründet,,
person:kommerzielle_risikotoleranz,PERSON,kommerzielle Risikotoleranz,,
person:nicht_zwangslaufig_mit_der,PERSON,nicht zwangsläufig mit der,,
person:risikotoleranz,PERSON,Risikotoleranz,,
org:sepa_bericht,ORG,SEPA-Bericht,,
org:thema_sicherheit,ORG,Thema Sicherheit,,
person:kapitel,PERSON,Kapitel,,
person:unter_anderem_haben,PERSON,Unter anderem haben,,
person:kartenindustrie,PERSON,Kartenindustrie,,
org:branche_aus,ORG,Branche aus,,
person:daten_zu_loschen,PERSON,Daten zu löschen,,
person:anzahl_von_betrugsfallen,PERSON,Anzahl von Betrugsfällen,,
person:bei_transaktionen,PERSON,Bei Transaktionen,,
org:karte,ORG,Karte,,
person:haufen_sich,PERSON,häufen sich,,
loc:betrugsfalle,GPE,Betrugsfälle,,
person:der_einsatz,PERSON,Der Einsatz,,
org:sicherheitsmanahmen,ORG,Sicherheitsmaßnahmen,,
person:zahlungskarten,PERSON,Zahlungskarten,,
person:die_sicherheit_von_massenzahlungen,PERSON,Die Sicherheit von Massenzahlungen,,
person:thema_standardisierung,PERSON,Thema Standardisierung,,
person:betrugszahlen,PERSON,Betrugszahlen,,
loc:soll,GPE,soll,,
org:uberwachung_uber,ORG,‑überwachung über,,
org:wissensstand,ORG,Wissensstand,,
org:prioritat,ORG,Priorität,,
person:sicherheitsanforderungen,PERSON,Sicherheitsanforderungen,,
org:fernzahlungen_per_karte_und_online_zahlungen,ORG,Fernzahlungen per Karte und Online-Zahlungen,,
person:aspekte_von_sepa,PERSON,Aspekte von SEPA,,
person:anstrengung,PERSON,Anstrengung,,
person:online_zahlungen,PERSON,Online-Zahlungen,,
person:der_weg,PERSON,Der Weg,,
person:zu_einem_modernen,PERSON,zu einem modernen,,
person:zahlungskarten_das,PERSON,Zahlungskarten Das,,
person:vereinheitlichung,PERSON,Vereinheitlichung,,
person:der_grundsatz,PERSON,Der Grundsatz,,
person:trennung_von_systemmanagement,PERSON,Trennung von Systemmanagement,,
person:zentralen_elemente_von_sepa,PERSON,zentralen Elemente von SEPA,,
org:systemzugang,ORG,Systemzugang,,
person:die_verfahren,PERSON,Die Verfahren,,
org:prinzip,ORG,Prinzip,,
person:kartenmarkte,PERSON,Kartenmärkte,,
person:bearbeitung_von_kartenzahlungen,PERSON,Bearbeitung von Kartenzahlungen,,
person:der_standardisierung_von_karten_kommt,PERSON,Der Standardisierung von Karten kommt,,
person:rolle_zu,PERSON,Rolle zu,,
person:verwendung_von_karten,PERSON,Verwendung von Karten,,
org:wahrend_der_european_payments_council,ORG,Während der European Payments Council,,
person:karten_zustandig,PERSON,Karten zuständig,,
person:kartengeschaft,PERSON,Kartengeschäft,,
person:festlegung_von,PERSON,Festlegung von,,
person:verfahrensanforderungen_betraut,PERSON,Verfahrensanforderungen betraut,,
person:spezifikationen,PERSON,Spezifikationen,,
person:aspekte_von_kartenzahlungen,PERSON,Aspekte von Kartenzahlungen,,
person:zeitplan_zuruckliegt,PERSON,Zeitplan zurückliegt,,
org:damit_kartenzahlungen,ORG,Damit Kartenzahlungen,,
person:d_h_iso_20022,PERSON,d. h. ISO 20022,,
person:lucke_zwischen,PERSON,Lücke zwischen,,
person:abwicklung_von_kartentransaktionen,PERSON,Abwicklung von Kartentransaktionen,,
person:gewahrleistung_der,PERSON,Gewährleistung der,,
org:hervorheben,ORG,hervorheben,,
person:sicht_von,PERSON,Sicht von,,
person:gremien_zur_festlegung_globaler_standards,PERSON,Gremien zur Festlegung globaler Standards,,
person:zum_zwecke_der_forderung,PERSON,Zum Zwecke der Förderung,,
org:kartenmarkts_spielen,ORG,Kartenmarkts spielen,,
org:thema_auswahlfreiheit,ORG,Thema Auswahlfreiheit,,
org:mochte_ich_eine,ORG,möchte ich eine,,
person:alle_regelungen,PERSON,alle Regelungen,,
org:beseitigt,ORG,beseitigt,,
person:diese_anforderungen,PERSON,Diese Anforderungen,,
loc:kartenmarkt,GPE,Kartenmarkt,,
person:bin_der_auffassung,PERSON,bin der Auffassung,,
person:kartenmarkt,PERSON,Kartenmarkt,,
org:auswahlfreiheit,ORG,Auswahlfreiheit,,
person:augen_kein,PERSON,Augen kein,,
org:kartensystems_seit,ORG,Kartensystems Seit,,
person:kartensystem,PERSON,Kartensystem,,
org:diesbezugliche_arbeit,ORG,diesbezügliche Arbeit,,
loc:alle_gleich,GPE,alle gleich,,
loc:alle_stehen,GPE,alle stehen,,
org:wirtschaftlichkeit_des_projekts,ORG,Wirtschaftlichkeit des Projekts,,
person:dank_der_vereinbarungen_zwischen,PERSON,Dank der Vereinbarungen zwischen,,
org:themas,ORG,Themas,,
person:multilateralen_interbankenentgelte,PERSON,multilateralen Interbankenentgelte,,
person:jedoch_mehr,PERSON,jedoch mehr,,
loc:gewissheit,GPE,Gewissheit,,
person:fakten,PERSON,Fakten,,
person:eine_studie,PERSON,Eine Studie,,
person:zu_dem_schluss,PERSON,zu dem Schluss,,
person:mithalten_kann,PERSON,mithalten kann,,
person:bedeutung_ich,PERSON,Bedeutung Ich,,
person:bereich_postdienstleistungen,PERSON,Bereich Postdienstleistungen,,
org:kundenanforderungen,ORG,Kundenanforderungen,,
org:neuerungen,ORG,Neuerungen,,
person:postdienstleistungsbereich,PERSON,Postdienstleistungsbereich,,
person:briefs,PERSON,Briefs,,
loc:welt_ein_verlassliches,GPE,Welt ein verlässliches,,
person:korrespondenz,PERSON,Korrespondenz,,
org:aus_verschiedenen,ORG,aus verschiedenen,,
org:online_markten,ORG,Online-Märkten,,
org:zahlung_per_nachnahme,ORG,Zahlung per Nachnahme,,
loc:kartentransaktionen,GPE,Kartentransaktionen,,
person:zahlungsprotokollen,PERSON,Zahlungsprotokollen,,
loc:ein_schattendasein,LOC,ein Schattendasein,,
person:zum_einsatz,PERSON,zum Einsatz,,
person:zahlungslosungen,PERSON,Zahlungslösungen,,
person:erarbeitung_von,PERSON,Erarbeitung von,,
person:z_b,PERSON,z. B.,,
org:ideen,ORG,Ideen,,
person:sicherheit_von_transaktionen,PERSON,Sicherheit von Transaktionen,,
person:einfuhrung_von_auf,PERSON,Einführung von auf,,
loc:nutzer,GPE,Nutzer,,
org:wurzel,ORG,Wurzel,,
person:das_zentralbanken,PERSON,das Zentralbanken,,
person:sicherheit_von_zahlungen,PERSON,Sicherheit von Zahlungen,,
org:zahlungsverkehrsbranche,ORG,Zahlungsverkehrsbranche,,
org:einkauf,ORG,Einkauf,,
person:bezahlung_von_interneteinkaufen_sicherheit,PERSON,Bezahlung von Interneteinkäufen Sicherheit,,
person:schlussfolgerung_als,PERSON,Schlussfolgerung Als,,
person:tag_der_umstellung_von_den,PERSON,Tag der Umstellung von den,,
org:wurde_aus_der,ORG,wurde aus der,,
person:wechsel,PERSON,Wechsel,,
org:kreisen,ORG,Kreisen,,
person:notwendigkeit_anerkannt_wurde,PERSON,Notwendigkeit anerkannt wurde,,
org:sepa_zahlungsinstrumente,ORG,SEPA-Zahlungsinstrumente,,
person:katalysator_zu,PERSON,Katalysator zu,,
person:vorteile_von_sepa,PERSON,Vorteile von SEPA,,
person:punkte_zu_nennen,PERSON,Punkte zu nennen,,
loc:einheitliche,GPE,einheitliche,,
org:zahlungsmittel,ORG,Zahlungsmittel,,
person:zum_teil_kritik_und_skepsis,PERSON,zum Teil Kritik und Skepsis,,
org:weitere_informationen,ORG,Weitere Informationen,,
person:pressemitteilung,PERSON,Pressemitteilung,,
topic:der_einheitliche_euro_zahlungsverkehrsraum,Topic,Der einheitliche Euro-Zahlungsverkehrsraum,,
topic:wo_stehen_wir_und,Topic,Wo stehen wir und,,
topic:deutsche_bundesbank_stuttgart,Topic,Deutsche Bundesbank Stuttgart,,
doc:1662,Document,Decision on a memorial commemorating the deportation of Jewish citizens from the Grossmarkthalle in Frankfurt am Main,Decision on a memorial commemorating the deportation of Jewish citizens from the Grossmarkthalle in Frankfurt am Main,2011-03-11
speech:1662,Speech,Decision on a memorial commemorating the deportation of Jewish citizens from the Grossmarkthalle in Frankfurt am Main,Decision on a memorial commemorating the deportation of Jewish citizens from the Grossmarkthalle in Frankfurt am Main,2011-03-11
date:2011_03_11,Date,2011-03-11,,
person:main_remarks,PERSON,Main Remarks,,
date:11_march_2011,DATE,11 March 2011,,
person:herr_schnabel,PERSON,Herr Schnabel,,
person:kollegen_der_jury,PERSON,Kollegen der Jury,,
org:the_jewish_community_frankfurt,ORG,the Jewish Community Frankfurt,,
org:katzkaiser_gbr,ORG,KATZKAISER GbR,,
topic:deportation,Topic,deportation,,
topic:jewish_citizens,Topic,Jewish citizens,,
topic:grossmarkthalle,Topic,Grossmarkthalle,,
topic:main_remarks,Topic,Main Remarks,,
doc:1663,Document,Whither Europe after the crisis?,Whither Europe after the crisis?,2011-03-11
speech:1663,Speech,Whither Europe after the crisis?,Whither Europe after the crisis?,2011-03-11
date:several_decades_earlier,DATE,several decades earlier,,
person:mitterrand,PERSON,Mitterrand,,
org:the_financial_stability_facility,ORG,the Financial Stability Facility,,
org:the_european_council_of_ministers,ORG,The European Council of Ministers,,
date:last_springs,DATE,last spring’s,,
date:these_past_12_months,DATE,these past 12 months,,
org:the_council_commission,ORG,"the Council, Commission",,
topic:whither_europe,Topic,Whither Europe,,
doc:1664,Document,Speech on the occasion of the inauguration of the Euro Exhibition at Banca Naţională a României,Speech on the occasion of the inauguration of the Euro Exhibition at Banca Naţională a României,2011-03-10
speech:1664,Speech,Speech on the occasion of the inauguration of the Euro Exhibition at Banca Naţională a României,Speech on the occasion of the inauguration of the Euro Exhibition at Banca Naţională a României,2011-03-10
date:2011_03_10,Date,2011-03-10,,
org:banca_nationala_a_romaniei_speech,ORG,Banca Naţională a României Speech,,
date:10_march_2011,DATE,10 March 2011,,
org:bucharest,ORG,Bucharest,,
person:isarescu,PERSON,Isărescu,,
date:27_may_2011,DATE,27 May 2011,,
org:the_exchange_rate_mechanism_ii,ORG,the Exchange Rate Mechanism II,,
date:at_least_two_years,DATE,at least two years,,
topic:euro_exhibition,Topic,Euro Exhibition,,
topic:banca_nationala,Topic,Banca Naţională,,
topic:romaniei_speech,Topic,României Speech,,
doc:1665,Document,The challenges of surveillance and coordination,The challenges of surveillance and coordination,2011-03-04
speech:1665,Speech,The challenges of surveillance and coordination,The challenges of surveillance and coordination,2011-03-04
date:2011_03_04,Date,2011-03-04,,
date:4_march_2011,DATE,4 March 2011,,
org:the_independent_evaluation_office,ORG,the Independent Evaluation Office,,
org:prescott,ORG,Prescott,,
date:10_11,DATE,"10, 11",,
date:2003_2008,DATE,2003-2008,,
org:world_bank_development_indicators_database,ORG,World Bank Development Indicators Database,,
date:1996_1998100,DATE,1996-1998=100,,
